,Gender,Age,Income,Holding Period,Debt Amount,First Time Investing,Credit Score,Education Level,Investment Amount,Crypto Output
501,Male,40-59,"90,000-109,999",Position Trader,"$150,000+",Yes,720-850,Bachelors,"150,000+",0
502,Male,40-59,"110,000-129,999",Position Trader,"$50,000-99,999",No,300-629,Bachelors,"150,000+",1
503,Male,40-59,"70,000-89,999",One Day,"100,000-149,999",Yes,690-719,Bachelors,"$80,000-149,999",0
504,Female,18-39,"90,000-109,999",Position Trader,"$150,000+",No,690-719,PhD,"$1,000-79,999",2
505,Female,40-59,"90,000-109,999",Position Trader,"100,000-149,999",Yes,720-850,Bachelors,"$80,000-149,999",0
506,Other,40-59,"20,000-49,000",One Day,"$10,000-49,999",Not sure,690-719,High School,"$1,000-79,999",2
507,Male,60+,"50,000-69,999",Intraday Trader,"$50,000-99,999",No,690-719,Bachelors,"$80,000-149,999",1
508,Female,18-39,"70,000-89,999",One Day,"$150,000+",No,630-689,Masters,"150,000+",2
509,Male,18-39,"20,000-49,000",Position Trader,"$150,000+",Yes,720-850,Bachelors,"150,000+",2
510,Female,18-39,"70,000-89,999",One Day,"$50,000-99,999",No,690-719,Masters,"$80,000-149,999",0
511,Male,40-59,"50,000-69,999",One Day,"$150,000+",Yes,300-629,PhD,"$80,000-149,999",0
512,Male,60+,"130,000+",One Day,"100,000-149,999",Yes,300-629,High School,"$1,000-79,999",2
513,Male,18-39,"50,000-69,999",Swing Trader,"$50,000-99,999",Yes,300-629,High School,"150,000+",0
514,Female,60+,"50,000-69,999",Position Trader,"$50,000-99,999",Yes,300-629,Bachelors,"150,000+",0
515,Female,18-39,"70,000-89,999",One Day,"$50,000-99,999",Yes,630-689,Bachelors,"$1,000-79,999",0
516,Female,18-39,"110,000-129,999",Scalp Trader,"$10,000-49,999",Not sure,630-689,Masters,"$80,000-149,999",0
517,Male,18-39,"20,000-49,000",Scalp Trader,"100,000-149,999",Not sure,690-719,Bachelors,"$1,000-79,999",1
518,Female,60+,"20,000-49,000",Scalp Trader,"$150,000+",No,630-689,PhD,"$80,000-149,999",1
519,Other,60+,"110,000-129,999",Scalp Trader,"100,000-149,999",Yes,690-719,PhD,"$1,000-79,999",1
520,Other,18-39,"110,000-129,999",One Day,"100,000-149,999",Yes,720-850,High School,"$80,000-149,999",2
521,Female,60+,"90,000-109,999",One Day,"$50,000-99,999",Not sure,720-850,Bachelors,"$1,000-79,999",2
522,Other,60+,"130,000+",One Day,"$10,000-49,999",Yes,690-719,PhD,"$1,000-79,999",1
523,Other,40-59,"20,000-49,000",Swing Trader,"$10,000-49,999",No,720-850,High School,"$1,000-79,999",0
524,Female,40-59,"110,000-129,999",One Day,"$50,000-99,999",Not sure,630-689,High School,"$1,000-79,999",1
525,Male,40-59,"130,000+",Position Trader,"$150,000+",No,720-850,Bachelors,"$1,000-79,999",0
526,Male,18-39,"20,000-49,000",Intraday Trader,"$150,000+",No,720-850,PhD,"$80,000-149,999",1
527,Male,18-39,"50,000-69,999",Scalp Trader,"$10,000-49,999",Not sure,300-629,Bachelors,"150,000+",0
528,Female,18-39,"90,000-109,999",One Day,"100,000-149,999",Not sure,690-719,High School,"$1,000-79,999",0
529,Female,18-39,"50,000-69,999",One Day,"$50,000-99,999",Not sure,630-689,Masters,"150,000+",2
530,Other,40-59,"110,000-129,999",Swing Trader,"100,000-149,999",No,690-719,Bachelors,"150,000+",2
531,Male,40-59,"20,000-49,000",Intraday Trader,"100,000-149,999",No,690-719,High School,"$1,000-79,999",2
532,Other,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",No,630-689,High School,"$80,000-149,999",0
533,Female,60+,"110,000-129,999",Scalp Trader,"$50,000-99,999",Yes,720-850,PhD,"$80,000-149,999",0
534,Other,18-39,"130,000+",Scalp Trader,"100,000-149,999",No,630-689,High School,"$80,000-149,999",2
535,Female,18-39,"130,000+",Position Trader,"$10,000-49,999",Yes,690-719,Bachelors,"$1,000-79,999",2
536,Female,18-39,"130,000+",Swing Trader,"$150,000+",Yes,720-850,Masters,"$1,000-79,999",0
537,Female,18-39,"20,000-49,000",One Day,"100,000-149,999",Yes,720-850,High School,"150,000+",2
538,Male,18-39,"20,000-49,000",Intraday Trader,"$10,000-49,999",Yes,720-850,Bachelors,"$80,000-149,999",2
539,Female,60+,"20,000-49,000",One Day,"100,000-149,999",Not sure,690-719,PhD,"150,000+",0
540,Female,18-39,"90,000-109,999",One Day,"$10,000-49,999",Not sure,690-719,High School,"$80,000-149,999",1
541,Female,40-59,"130,000+",Swing Trader,"$10,000-49,999",Not sure,690-719,PhD,"150,000+",0
542,Female,18-39,"90,000-109,999",Intraday Trader,"$50,000-99,999",No,690-719,High School,"$1,000-79,999",2
543,Female,18-39,"110,000-129,999",Scalp Trader,"$150,000+",No,630-689,PhD,"$1,000-79,999",2
544,Male,40-59,"20,000-49,000",One Day,"$150,000+",No,300-629,Bachelors,"$80,000-149,999",2
545,Male,60+,"130,000+",One Day,"100,000-149,999",Yes,720-850,Bachelors,"150,000+",2
546,Female,60+,"20,000-49,000",Intraday Trader,"$50,000-99,999",Not sure,630-689,High School,"$1,000-79,999",2
547,Male,18-39,"20,000-49,000",Scalp Trader,"100,000-149,999",No,630-689,High School,"$1,000-79,999",1
548,Other,18-39,"70,000-89,999",One Day,"$150,000+",Yes,720-850,Bachelors,"$1,000-79,999",2
549,Male,60+,"90,000-109,999",Intraday Trader,"$50,000-99,999",Not sure,690-719,High School,"$1,000-79,999",2
550,Male,60+,"130,000+",Position Trader,"$150,000+",No,720-850,Bachelors,"$1,000-79,999",0
551,Female,60+,"20,000-49,000",Position Trader,"$150,000+",Yes,300-629,Masters,"$1,000-79,999",0
552,Female,40-59,"50,000-69,999",Position Trader,"$150,000+",Yes,630-689,Masters,"$1,000-79,999",1
553,Female,60+,"20,000-49,000",One Day,"$50,000-99,999",Yes,690-719,Bachelors,"$1,000-79,999",0
554,Male,60+,"70,000-89,999",Swing Trader,"$10,000-49,999",Yes,630-689,Bachelors,"$1,000-79,999",0
555,Male,40-59,"50,000-69,999",One Day,"100,000-149,999",Yes,630-689,High School,"$1,000-79,999",2
556,Female,40-59,"90,000-109,999",Scalp Trader,"$10,000-49,999",No,690-719,Bachelors,"$80,000-149,999",0
557,Female,40-59,"50,000-69,999",Swing Trader,"$150,000+",Yes,300-629,Bachelors,"$80,000-149,999",2
558,Female,40-59,"130,000+",Position Trader,"100,000-149,999",Yes,300-629,Bachelors,"$1,000-79,999",0
559,Male,40-59,"110,000-129,999",One Day,"$50,000-99,999",Yes,720-850,High School,"$80,000-149,999",2
560,Male,40-59,"130,000+",Scalp Trader,"100,000-149,999",No,300-629,High School,"$80,000-149,999",0
561,Female,60+,"20,000-49,000",One Day,"$50,000-99,999",Yes,690-719,Masters,"150,000+",2
562,Other,40-59,"90,000-109,999",One Day,"100,000-149,999",Not sure,690-719,PhD,"$1,000-79,999",2
563,Male,60+,"50,000-69,999",Position Trader,"$50,000-99,999",Yes,720-850,Masters,"$1,000-79,999",2
564,Female,18-39,"130,000+",Scalp Trader,"$50,000-99,999",Yes,720-850,Masters,"150,000+",0
565,Female,18-39,"20,000-49,000",Position Trader,"100,000-149,999",Not sure,630-689,Bachelors,"$80,000-149,999",1
566,Female,60+,"20,000-49,000",Scalp Trader,"$150,000+",No,630-689,High School,"150,000+",0
567,Other,60+,"70,000-89,999",One Day,"100,000-149,999",Yes,300-629,Bachelors,"$1,000-79,999",0
568,Female,18-39,"70,000-89,999",One Day,"$10,000-49,999",Yes,630-689,Masters,"150,000+",1
569,Male,40-59,"50,000-69,999",One Day,"$10,000-49,999",No,630-689,PhD,"$1,000-79,999",2
570,Female,60+,"20,000-49,000",Position Trader,"100,000-149,999",Yes,630-689,Masters,"$1,000-79,999",1
571,Other,18-39,"20,000-49,000",Intraday Trader,"$50,000-99,999",Yes,690-719,High School,"$1,000-79,999",2
572,Other,18-39,"50,000-69,999",One Day,"$150,000+",Yes,720-850,Bachelors,"150,000+",1
573,Female,40-59,"130,000+",Swing Trader,"$150,000+",No,300-629,PhD,"$80,000-149,999",0
574,Female,18-39,"50,000-69,999",One Day,"$10,000-49,999",Not sure,720-850,Masters,"$1,000-79,999",2
575,Female,60+,"110,000-129,999",Position Trader,"$50,000-99,999",Yes,720-850,High School,"$80,000-149,999",0
576,Male,40-59,"50,000-69,999",One Day,"100,000-149,999",Not sure,630-689,Masters,"$1,000-79,999",2
577,Female,40-59,"20,000-49,000",Scalp Trader,"$50,000-99,999",No,630-689,PhD,"$80,000-149,999",1
578,Female,18-39,"20,000-49,000",One Day,"$150,000+",No,720-850,Bachelors,"150,000+",2
579,Female,18-39,"20,000-49,000",Scalp Trader,"$50,000-99,999",Yes,300-629,High School,"$1,000-79,999",2
580,Other,40-59,"70,000-89,999",One Day,"$150,000+",No,690-719,Masters,"$1,000-79,999",2
581,Male,40-59,"110,000-129,999",Swing Trader,"$150,000+",Not sure,300-629,High School,"150,000+",2
582,Female,18-39,"110,000-129,999",One Day,"100,000-149,999",No,720-850,Bachelors,"$80,000-149,999",1
583,Male,18-39,"50,000-69,999",Scalp Trader,"$150,000+",No,300-629,High School,"$1,000-79,999",0
584,Female,40-59,"70,000-89,999",Position Trader,"100,000-149,999",No,300-629,PhD,"$80,000-149,999",0
585,Female,18-39,"130,000+",Intraday Trader,"$150,000+",Yes,630-689,PhD,"$80,000-149,999",0
586,Other,60+,"130,000+",One Day,"$150,000+",Yes,720-850,Bachelors,"$80,000-149,999",2
587,Female,60+,"50,000-69,999",Position Trader,"$150,000+",Yes,630-689,Masters,"150,000+",2
588,Male,60+,"20,000-49,000",Scalp Trader,"$50,000-99,999",No,300-629,Bachelors,"150,000+",1
589,Female,60+,"20,000-49,000",Intraday Trader,"$150,000+",Not sure,630-689,Bachelors,"$80,000-149,999",2
590,Male,40-59,"110,000-129,999",Position Trader,"$150,000+",No,630-689,Bachelors,"150,000+",0
591,Female,60+,"50,000-69,999",One Day,"$150,000+",No,630-689,Bachelors,"$80,000-149,999",0
592,Female,18-39,"70,000-89,999",Scalp Trader,"$150,000+",Not sure,300-629,High School,"$1,000-79,999",2
593,Male,18-39,"50,000-69,999",One Day,"$150,000+",Yes,300-629,Bachelors,"$80,000-149,999",1
594,Male,40-59,"130,000+",Scalp Trader,"$50,000-99,999",Yes,720-850,Masters,"$80,000-149,999",2
595,Male,40-59,"90,000-109,999",Scalp Trader,"100,000-149,999",Yes,630-689,PhD,"150,000+",0
596,Male,60+,"90,000-109,999",Position Trader,"$10,000-49,999",Yes,300-629,High School,"$80,000-149,999",2
597,Female,18-39,"50,000-69,999",Position Trader,"$150,000+",No,630-689,Bachelors,"$80,000-149,999",0
598,Male,60+,"90,000-109,999",Intraday Trader,"$50,000-99,999",Not sure,690-719,Masters,"150,000+",0
599,Male,60+,"20,000-49,000",One Day,"$150,000+",No,690-719,High School,"$1,000-79,999",0
600,Female,18-39,"50,000-69,999",One Day,"$50,000-99,999",No,720-850,Bachelors,"$1,000-79,999",2
601,Female,40-59,"50,000-69,999",One Day,"$50,000-99,999",No,720-850,Bachelors,"$1,000-79,999",0
602,Male,40-59,"50,000-69,999",Position Trader,"$150,000+",No,690-719,High School,"$1,000-79,999",0
603,Male,60+,"20,000-49,000",Position Trader,"$150,000+",Yes,720-850,Masters,"$80,000-149,999",2
604,Male,18-39,"90,000-109,999",Swing Trader,"$150,000+",Yes,300-629,High School,"$1,000-79,999",1
605,Other,60+,"110,000-129,999",One Day,"$50,000-99,999",No,630-689,Bachelors,"$80,000-149,999",1
606,Female,18-39,"130,000+",One Day,"$10,000-49,999",No,630-689,Masters,"$1,000-79,999",0
607,Female,60+,"70,000-89,999",Scalp Trader,"$50,000-99,999",Yes,690-719,PhD,"150,000+",0
608,Male,18-39,"90,000-109,999",Swing Trader,"100,000-149,999",Not sure,720-850,Bachelors,"150,000+",0
609,Other,18-39,"50,000-69,999",Position Trader,"$150,000+",Yes,690-719,PhD,"$1,000-79,999",0
610,Female,60+,"20,000-49,000",Scalp Trader,"$150,000+",No,300-629,Bachelors,"$1,000-79,999",2
611,Other,40-59,"20,000-49,000",Position Trader,"$10,000-49,999",No,690-719,PhD,"$1,000-79,999",0
612,Female,40-59,"110,000-129,999",Swing Trader,"$10,000-49,999",Yes,690-719,PhD,"$1,000-79,999",1
613,Female,18-39,"110,000-129,999",One Day,"$50,000-99,999",Yes,690-719,Bachelors,"$1,000-79,999",2
614,Male,40-59,"20,000-49,000",Swing Trader,"100,000-149,999",No,300-629,Bachelors,"$80,000-149,999",0
615,Other,18-39,"70,000-89,999",Position Trader,"100,000-149,999",No,630-689,Bachelors,"150,000+",2
616,Male,18-39,"90,000-109,999",Intraday Trader,"100,000-149,999",Not sure,300-629,High School,"$80,000-149,999",2
617,Male,18-39,"20,000-49,000",One Day,"$150,000+",Yes,630-689,Masters,"$80,000-149,999",0
618,Female,40-59,"110,000-129,999",One Day,"$150,000+",Yes,720-850,Masters,"$1,000-79,999",1
619,Female,40-59,"90,000-109,999",One Day,"$10,000-49,999",No,630-689,Bachelors,"$1,000-79,999",2
620,Male,60+,"90,000-109,999",One Day,"$50,000-99,999",Yes,690-719,Bachelors,"$1,000-79,999",2
621,Female,60+,"110,000-129,999",One Day,"100,000-149,999",Yes,690-719,High School,"$1,000-79,999",2
622,Male,40-59,"130,000+",Swing Trader,"$50,000-99,999",Not sure,630-689,Bachelors,"$1,000-79,999",2
623,Female,40-59,"90,000-109,999",One Day,"$150,000+",Yes,690-719,Bachelors,"$80,000-149,999",2
624,Female,18-39,"130,000+",Intraday Trader,"100,000-149,999",Not sure,300-629,Bachelors,"$1,000-79,999",0
625,Male,60+,"70,000-89,999",Scalp Trader,"$150,000+",No,300-629,Bachelors,"$1,000-79,999",1
626,Female,18-39,"110,000-129,999",One Day,"$50,000-99,999",No,720-850,PhD,"$80,000-149,999",0
627,Female,60+,"130,000+",Intraday Trader,"100,000-149,999",No,630-689,Masters,"$1,000-79,999",0
628,Female,18-39,"110,000-129,999",One Day,"$150,000+",No,300-629,Bachelors,"$1,000-79,999",2
629,Female,40-59,"50,000-69,999",Scalp Trader,"$10,000-49,999",Yes,720-850,Masters,"$1,000-79,999",1
630,Male,40-59,"90,000-109,999",Position Trader,"$50,000-99,999",Yes,300-629,Bachelors,"$1,000-79,999",0
631,Female,18-39,"50,000-69,999",One Day,"$50,000-99,999",No,690-719,Bachelors,"$1,000-79,999",2
632,Other,18-39,"50,000-69,999",Intraday Trader,"$150,000+",Not sure,630-689,Masters,"150,000+",2
633,Female,40-59,"90,000-109,999",Intraday Trader,"100,000-149,999",No,300-629,PhD,"$1,000-79,999",0
634,Female,60+,"20,000-49,000",Scalp Trader,"$150,000+",No,630-689,Bachelors,"$1,000-79,999",0
635,Male,40-59,"70,000-89,999",Swing Trader,"$150,000+",No,720-850,Masters,"$1,000-79,999",0
636,Other,18-39,"130,000+",One Day,"$10,000-49,999",Yes,720-850,Masters,"$1,000-79,999",1
637,Male,60+,"70,000-89,999",Intraday Trader,"$50,000-99,999",No,630-689,Masters,"150,000+",0
638,Female,40-59,"20,000-49,000",Scalp Trader,"100,000-149,999",Not sure,630-689,Bachelors,"$1,000-79,999",2
639,Male,60+,"70,000-89,999",One Day,"$150,000+",No,630-689,High School,"$80,000-149,999",2
640,Male,40-59,"130,000+",Swing Trader,"$150,000+",Yes,720-850,Masters,"$1,000-79,999",2
641,Other,18-39,"130,000+",Scalp Trader,"$50,000-99,999",Yes,720-850,Bachelors,"$1,000-79,999",2
642,Female,18-39,"130,000+",Position Trader,"$150,000+",No,630-689,Masters,"$1,000-79,999",2
643,Female,60+,"20,000-49,000",One Day,"$150,000+",No,690-719,High School,"$1,000-79,999",2
644,Female,40-59,"50,000-69,999",Scalp Trader,"$50,000-99,999",Yes,720-850,Masters,"$80,000-149,999",2
645,Male,60+,"130,000+",One Day,"$50,000-99,999",Not sure,690-719,Bachelors,"$80,000-149,999",1
646,Male,18-39,"20,000-49,000",One Day,"100,000-149,999",Yes,690-719,PhD,"150,000+",0
647,Male,40-59,"70,000-89,999",One Day,"100,000-149,999",No,630-689,High School,"$1,000-79,999",1
648,Female,40-59,"110,000-129,999",Intraday Trader,"$50,000-99,999",No,690-719,Bachelors,"150,000+",1
649,Male,40-59,"20,000-49,000",Position Trader,"$150,000+",Yes,300-629,PhD,"$1,000-79,999",2
650,Female,18-39,"110,000-129,999",One Day,"$50,000-99,999",No,630-689,High School,"$80,000-149,999",1
651,Male,40-59,"70,000-89,999",Scalp Trader,"100,000-149,999",No,630-689,Bachelors,"$1,000-79,999",0
652,Female,18-39,"50,000-69,999",Scalp Trader,"$10,000-49,999",Yes,690-719,Bachelors,"$1,000-79,999",2
653,Male,60+,"130,000+",Position Trader,"100,000-149,999",No,720-850,High School,"$1,000-79,999",2
654,Other,60+,"20,000-49,000",One Day,"$150,000+",No,630-689,Masters,"$1,000-79,999",0
655,Male,18-39,"90,000-109,999",One Day,"$50,000-99,999",Yes,690-719,Masters,"$80,000-149,999",1
656,Female,60+,"110,000-129,999",Intraday Trader,"$150,000+",Yes,720-850,PhD,"$80,000-149,999",2
657,Male,18-39,"90,000-109,999",Scalp Trader,"100,000-149,999",No,690-719,Bachelors,"$1,000-79,999",0
658,Female,40-59,"90,000-109,999",One Day,"100,000-149,999",Not sure,720-850,High School,"$80,000-149,999",2
659,Male,18-39,"20,000-49,000",One Day,"$50,000-99,999",No,300-629,Bachelors,"$1,000-79,999",2
660,Female,40-59,"50,000-69,999",Position Trader,"$150,000+",No,720-850,Masters,"$1,000-79,999",2
661,Female,18-39,"90,000-109,999",Scalp Trader,"$150,000+",Yes,630-689,Bachelors,"150,000+",1
662,Male,18-39,"70,000-89,999",One Day,"100,000-149,999",No,690-719,High School,"$80,000-149,999",2
663,Female,60+,"110,000-129,999",One Day,"$150,000+",Not sure,300-629,High School,"$1,000-79,999",0
664,Male,60+,"130,000+",Swing Trader,"$150,000+",Not sure,690-719,Masters,"$80,000-149,999",2
665,Female,40-59,"50,000-69,999",Intraday Trader,"$50,000-99,999",Yes,720-850,Masters,"$1,000-79,999",2
666,Female,18-39,"130,000+",One Day,"$50,000-99,999",Not sure,690-719,Bachelors,"$1,000-79,999",0
667,Male,60+,"70,000-89,999",One Day,"$50,000-99,999",Not sure,300-629,Masters,"$80,000-149,999",0
668,Other,60+,"130,000+",One Day,"100,000-149,999",No,300-629,High School,"$1,000-79,999",2
669,Male,60+,"90,000-109,999",Swing Trader,"100,000-149,999",Yes,300-629,Masters,"$80,000-149,999",1
670,Other,18-39,"110,000-129,999",One Day,"$150,000+",Not sure,690-719,High School,"$80,000-149,999",2
671,Female,60+,"90,000-109,999",Position Trader,"$150,000+",Yes,690-719,High School,"150,000+",0
672,Female,18-39,"90,000-109,999",Position Trader,"$10,000-49,999",Not sure,300-629,PhD,"$80,000-149,999",1
673,Female,40-59,"50,000-69,999",Position Trader,"100,000-149,999",Yes,300-629,Masters,"$1,000-79,999",1
674,Female,60+,"20,000-49,000",Scalp Trader,"100,000-149,999",Yes,720-850,Masters,"$1,000-79,999",0
675,Other,60+,"70,000-89,999",Position Trader,"100,000-149,999",Yes,630-689,High School,"$1,000-79,999",1
676,Male,18-39,"50,000-69,999",Scalp Trader,"100,000-149,999",No,690-719,High School,"$80,000-149,999",0
677,Male,60+,"20,000-49,000",One Day,"$150,000+",Yes,690-719,Bachelors,"$1,000-79,999",0
678,Other,60+,"50,000-69,999",Scalp Trader,"$50,000-99,999",Yes,690-719,Masters,"$1,000-79,999",0
679,Other,40-59,"20,000-49,000",Position Trader,"$150,000+",No,300-629,High School,"150,000+",2
680,Female,18-39,"130,000+",Scalp Trader,"$50,000-99,999",No,300-629,Bachelors,"$80,000-149,999",1
681,Female,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",Not sure,720-850,Bachelors,"150,000+",2
682,Female,18-39,"20,000-49,000",Position Trader,"$150,000+",Yes,630-689,PhD,"$80,000-149,999",1
683,Female,18-39,"110,000-129,999",One Day,"$150,000+",No,690-719,Masters,"$80,000-149,999",0
684,Female,18-39,"130,000+",Position Trader,"$150,000+",Not sure,690-719,Masters,"$80,000-149,999",2
685,Female,60+,"50,000-69,999",One Day,"$150,000+",Yes,690-719,PhD,"$1,000-79,999",0
686,Female,18-39,"20,000-49,000",One Day,"100,000-149,999",Yes,300-629,Masters,"150,000+",2
687,Female,18-39,"130,000+",Swing Trader,"$150,000+",Not sure,720-850,PhD,"$80,000-149,999",1
688,Female,60+,"110,000-129,999",Position Trader,"$150,000+",Not sure,720-850,Bachelors,"$80,000-149,999",1
689,Female,60+,"50,000-69,999",Swing Trader,"$50,000-99,999",Not sure,690-719,High School,"$1,000-79,999",2
690,Male,40-59,"70,000-89,999",One Day,"$10,000-49,999",No,690-719,Masters,"$1,000-79,999",2
691,Female,60+,"90,000-109,999",Scalp Trader,"$150,000+",Yes,690-719,PhD,"$80,000-149,999",2
692,Other,18-39,"70,000-89,999",Intraday Trader,"$150,000+",No,630-689,Bachelors,"$1,000-79,999",2
693,Male,60+,"130,000+",Scalp Trader,"$50,000-99,999",No,690-719,PhD,"$1,000-79,999",0
694,Male,18-39,"110,000-129,999",One Day,"$10,000-49,999",No,690-719,Masters,"$1,000-79,999",2
695,Male,60+,"130,000+",Scalp Trader,"$150,000+",No,630-689,Bachelors,"$1,000-79,999",0
696,Male,60+,"50,000-69,999",One Day,"$150,000+",Not sure,720-850,High School,"$1,000-79,999",2
697,Other,60+,"130,000+",Swing Trader,"100,000-149,999",Yes,300-629,PhD,"150,000+",0
698,Female,40-59,"70,000-89,999",Intraday Trader,"$150,000+",Yes,630-689,Bachelors,"$80,000-149,999",1
699,Male,60+,"90,000-109,999",One Day,"100,000-149,999",Yes,720-850,Masters,"$80,000-149,999",2
700,Male,18-39,"110,000-129,999",One Day,"$150,000+",Yes,690-719,Masters,"$80,000-149,999",0
701,Male,60+,"130,000+",Scalp Trader,"100,000-149,999",Yes,720-850,Bachelors,"$1,000-79,999",0
702,Female,40-59,"70,000-89,999",Intraday Trader,"$150,000+",Yes,690-719,High School,"$1,000-79,999",1
703,Male,60+,"70,000-89,999",Swing Trader,"$150,000+",Not sure,720-850,Masters,"150,000+",2
704,Female,18-39,"130,000+",One Day,"100,000-149,999",No,720-850,High School,"$1,000-79,999",0
705,Female,60+,"110,000-129,999",One Day,"$150,000+",Yes,300-629,Bachelors,"$1,000-79,999",0
706,Other,40-59,"130,000+",Intraday Trader,"$150,000+",No,690-719,PhD,"$1,000-79,999",0
707,Female,40-59,"130,000+",Position Trader,"$50,000-99,999",No,720-850,PhD,"150,000+",0
708,Male,18-39,"20,000-49,000",Intraday Trader,"100,000-149,999",Yes,630-689,High School,"$1,000-79,999",1
709,Female,18-39,"50,000-69,999",Swing Trader,"$150,000+",Yes,690-719,High School,"$1,000-79,999",2
710,Male,18-39,"110,000-129,999",One Day,"$10,000-49,999",Yes,630-689,Bachelors,"$1,000-79,999",1
711,Female,18-39,"110,000-129,999",Position Trader,"$10,000-49,999",Yes,300-629,High School,"$1,000-79,999",0
712,Male,60+,"90,000-109,999",One Day,"100,000-149,999",Yes,630-689,Bachelors,"$80,000-149,999",2
713,Female,40-59,"130,000+",Position Trader,"$10,000-49,999",No,630-689,Bachelors,"$80,000-149,999",2
714,Other,18-39,"50,000-69,999",Position Trader,"$150,000+",Yes,690-719,Masters,"150,000+",2
715,Female,60+,"50,000-69,999",One Day,"$150,000+",Not sure,720-850,PhD,"$80,000-149,999",0
716,Female,40-59,"70,000-89,999",Swing Trader,"100,000-149,999",No,690-719,Bachelors,"150,000+",1
717,Female,60+,"50,000-69,999",One Day,"$150,000+",No,630-689,Masters,"$80,000-149,999",2
718,Female,40-59,"90,000-109,999",Swing Trader,"$10,000-49,999",Yes,690-719,PhD,"$80,000-149,999",2
719,Male,18-39,"110,000-129,999",Swing Trader,"$150,000+",No,300-629,High School,"$80,000-149,999",2
720,Female,60+,"50,000-69,999",Position Trader,"100,000-149,999",Not sure,630-689,High School,"150,000+",2
721,Other,18-39,"70,000-89,999",Intraday Trader,"$150,000+",Yes,630-689,Bachelors,"$80,000-149,999",2
722,Female,60+,"130,000+",Position Trader,"100,000-149,999",Yes,690-719,High School,"$80,000-149,999",2
723,Female,60+,"50,000-69,999",One Day,"$150,000+",Not sure,690-719,High School,"150,000+",2
724,Female,18-39,"20,000-49,000",Intraday Trader,"100,000-149,999",No,630-689,Bachelors,"150,000+",2
725,Female,18-39,"130,000+",Scalp Trader,"$150,000+",Not sure,630-689,Bachelors,"$80,000-149,999",0
726,Other,40-59,"90,000-109,999",Swing Trader,"$150,000+",Yes,300-629,Masters,"$1,000-79,999",2
727,Male,18-39,"20,000-49,000",Swing Trader,"100,000-149,999",Yes,630-689,PhD,"$1,000-79,999",1
728,Female,60+,"130,000+",Intraday Trader,"100,000-149,999",Not sure,630-689,Masters,"150,000+",0
729,Other,18-39,"70,000-89,999",Swing Trader,"$10,000-49,999",Yes,720-850,PhD,"$80,000-149,999",1
730,Female,18-39,"130,000+",Position Trader,"100,000-149,999",No,300-629,PhD,"150,000+",1
731,Male,60+,"70,000-89,999",Intraday Trader,"$50,000-99,999",Not sure,300-629,Bachelors,"$80,000-149,999",2
732,Other,60+,"20,000-49,000",One Day,"$50,000-99,999",No,630-689,Bachelors,"$1,000-79,999",2
733,Male,40-59,"50,000-69,999",Swing Trader,"$50,000-99,999",No,690-719,PhD,"$80,000-149,999",0
734,Female,60+,"50,000-69,999",One Day,"$150,000+",Yes,300-629,Masters,"150,000+",0
735,Female,18-39,"110,000-129,999",Intraday Trader,"100,000-149,999",No,630-689,High School,"$1,000-79,999",0
736,Other,60+,"20,000-49,000",Position Trader,"100,000-149,999",Not sure,720-850,High School,"$80,000-149,999",1
737,Female,40-59,"70,000-89,999",One Day,"$150,000+",Not sure,690-719,Bachelors,"$80,000-149,999",0
738,Other,18-39,"130,000+",Scalp Trader,"$150,000+",Yes,630-689,High School,"$1,000-79,999",1
739,Male,18-39,"90,000-109,999",Scalp Trader,"100,000-149,999",No,300-629,Masters,"$1,000-79,999",0
740,Other,60+,"20,000-49,000",Position Trader,"100,000-149,999",Not sure,630-689,Masters,"$1,000-79,999",0
741,Male,40-59,"20,000-49,000",Intraday Trader,"100,000-149,999",Yes,630-689,Bachelors,"150,000+",1
742,Male,60+,"110,000-129,999",Intraday Trader,"$10,000-49,999",Not sure,690-719,High School,"$80,000-149,999",0
743,Other,40-59,"130,000+",Scalp Trader,"100,000-149,999",Yes,630-689,Bachelors,"$1,000-79,999",2
744,Male,60+,"110,000-129,999",One Day,"100,000-149,999",Not sure,690-719,Masters,"$1,000-79,999",0
745,Other,18-39,"110,000-129,999",One Day,"$50,000-99,999",Yes,630-689,High School,"150,000+",1
746,Other,60+,"110,000-129,999",One Day,"$150,000+",No,630-689,Bachelors,"150,000+",0
747,Female,60+,"110,000-129,999",One Day,"$150,000+",Yes,720-850,PhD,"$80,000-149,999",0
748,Male,40-59,"20,000-49,000",Position Trader,"$150,000+",No,630-689,Masters,"$80,000-149,999",0
749,Other,60+,"50,000-69,999",Position Trader,"100,000-149,999",Yes,690-719,Bachelors,"$1,000-79,999",2
750,Female,18-39,"110,000-129,999",Position Trader,"100,000-149,999",No,690-719,Bachelors,"$80,000-149,999",2
751,Male,40-59,"130,000+",One Day,"100,000-149,999",Yes,630-689,Masters,"150,000+",0
752,Other,18-39,"110,000-129,999",Swing Trader,"$50,000-99,999",Yes,690-719,PhD,"150,000+",0
753,Other,40-59,"20,000-49,000",Intraday Trader,"100,000-149,999",No,720-850,Bachelors,"$1,000-79,999",2
754,Female,18-39,"130,000+",Scalp Trader,"$150,000+",Not sure,300-629,High School,"$80,000-149,999",2
